run,		Ps3,		Ps4,		BCM1I,		BCM2I,		BCM4AI,		BCM4CI,		BCM1Q,		BCM2Q,		BCM4AQ,		BCM4CQ,		Ps3HMSCLT,		Ps4HMSCLT,		trkEff,		hTRIG3,		hTRIG4
2057,		17,		-1,		27.942,		27.946,		27.87,		27.885,		33921.757,		33926.617,		33835.233,		33853.008,		0.9951,		-0.0592,		0.9973,		22746454,		18363450
4602,		-1,		1,		3.069,		3.084,		3.065,		3.527,		3933.667,		3952.567,		3928.439,		4520.258,		-0.2427,		0.9999,		0.9977,		871469,		211524
6131,		-1,		1,		8.301,		8.259,		8.131,		11.548,		16022.563,		15942.51,		15695.239,		22291.581,		-0.1981,		0.9913,		0.9965,		11652320,		2326186
6094,		-1,		1,		7.725,		59.92,		7.58,		10.748,		9175.576,		71167.62,		9002.589,		12765.322,		-0.1993,		0.991,		0.9966,		6662629,		1332145
5566,		-1,		1,		17.624,		17.526,		17.333,		24.697,		17778.262,		17679.371,		17484.08,		24912.64,		-0.2718,		1.0,		0.9968,		452570,		114877
5385,		-1,		1,		8.041,		8.052,		7.991,		9.305,		15484.157,		15505.79,		15388.658,		17919.192,		-0.4348,		0.9909,		0.9967,		3452217,		1513378
5863,		-1,		1,		12.155,		12.112,		11.999,		17.099,		21223.722,		21149.011,		20951.633,		29857.121,		-0.171,		0.9999,		0.9969,		2339153,		398388
3168,		3,		-1,		17.591,		17.586,		17.436,		19.969,		21350.733,		21344.585,		21162.268,		24236.997,		0.9949,		-0.3338,		0.9977,		10358674,		7856466
5698,		-1,		1,		9.831,		9.78,		9.693,		13.787,		15440.853,		15359.784,		15222.848,		21653.228,		-0.1817,		0.9998,		0.9959,		1701954,		302562
6404,		-1,		1,		6.096,		6.062,		5.971,		8.406,		8761.656,		8713.124,		8582.355,		12081.81,		-0.2632,		0.9948,		0.9969,		4669472,		1224463
4144,		-1,		1,		10.051,		10.047,		10.01,		11.758,		12314.143,		12308.403,		12263.44,		14405.696,		-0.725,		0.9985,		0.9963,		2552669,		1853510
6334,		-1,		1,		19.598,		19.504,		19.25,		27.364,		33333.333,		33172.085,		32740.747,		46540.857,		-0.5772,		0.9934,		0.9966,		2819776,		1636483
6291,		-1,		1,		19.649,		19.544,		19.273,		27.404,		33469.822,		33290.361,		32828.517,		46678.587,		-0.5243,		0.999,		0.9951,		1233120,		645367
4674,		-1,		1,		7.974,		8.084,		8.046,		9.391,		10243.423,		10384.796,		10335.173,		12063.165,		-0.208,		0.997,		0.9963,		5478885,		1143332
6147,		-1,		2,		9.878,		9.825,		9.717,		13.804,		18343.183,		18245.045,		18043.878,		25633.082,		-0.0795,		0.9999,		0.9959,		15835334,		2508568
5998,		-1,		1,		12.1,		12.038,		11.885,		16.893,		14567.171,		14493.142,		14308.804,		20338.17,		-0.2455,		0.9967,		0.9963,		2643152,		650106
6079,		-1,		1,		15.551,		15.483,		15.281,		21.72,		25843.866,		25730.356,		25393.783,		36095.571,		-0.2428,		0.9953,		0.9969,		4669134,		1135401
5903,		-1,		1,		7.528,		7.49,		7.381,		10.464,		5703.597,		5674.697,		5591.862,		7927.2,		-0.1715,		0.9958,		0.9971,		3714156,		638020
4257,		-1,		1,		18.339,		18.573,		18.555,		21.759,		23054.643,		23348.795,		23325.478,		27353.437,		-0.7011,		0.9994,		0.996,		903830,		632535
5340,		-1,		1,		14.511,		14.55,		14.476,		16.932,		25061.498,		25129.101,		25000.976,		29243.252,		-0.4329,		0.9976,		0.9972,		5610608,		2433957
6564,		-1,		1,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0,		0
3008,		3,		-1,		7.84,		7.885,		7.812,		8.883,		9041.105,		9092.58,		9008.943,		10243.119,		0.9957,		-0.3344,		0.9976,		7174687,		4434676
5603,		-1,		1,		11.988,		11.92,		11.796,		16.814,		12377.417,		12307.287,		12179.383,		17360.877,		-0.2978,		1.0,		0.997,		328594,		93121
4714,		-1,		1,		11.291,		11.423,		11.367,		13.284,		18632.876,		18851.193,		18759.434,		21921.937,		-0.2089,		0.9983,		0.9967,		4153595,		863556
6254,		-1,		1,		29.044,		28.914,		28.581,		40.71,		58910.408,		58646.83,		57972.797,		82574.538,		-0.6591,		0.9985,		0.9945,		1665815,		1098533
3225,		-1,		1,		22.23,		45.528,		22.081,		25.295,		62423.123,		127849.28,		62004.705,		71031.257,		-0.7873,		0.9894,		0.9976,		12028373,		9569922
6749,		-1,		1,		16.801,		16.817,		16.594,		23.578,		10116.115,		10125.602,		9991.422,		14196.311,		-0.2464,		1.0,		0.9973,		351019,		82545
4209,		-1,		1,		19.682,		19.699,		19.698,		23.118,		24494.606,		24515.416,		24514.544,		28770.57,		-0.7599,		0.998,		0.9953,		1998176,		1521345
6027,		-1,		1,		6.076,		6.046,		5.951,		8.374,		6771.322,		6737.491,		6631.532,		9332.102,		-0.2008,		0.9944,		0.9964,		4885507,		984777
5864,		-1,		1,		12.056,		12.011,		11.897,		16.952,		20833.605,		20755.7,		20558.764,		29292.453,		-0.1714,		0.9998,		0.9969,		2297812,		391432
5549,		-1,		1,		10.12,		10.049,		9.909,		14.065,		17279.265,		17156.925,		16918.9,		24014.678,		-0.1798,		0.9999,		0.9974,		1906503,		336541
2078,		9,		-1,		6.922,		7.287,		7.242,		7.237,		4302.984,		4529.855,		4501.397,		4498.258,		0.7063,		-0.0792,		0.9974,		7729308,		6143466
6403,		-1,		1,		29.408,		29.367,		29.046,		41.316,		18002.592,		17977.803,		17781.266,		25292.293,		-0.6594,		0.9996,		0.9966,		515595,		339729
4788,		-1,		1,		11.537,		11.64,		11.545,		13.439,		23541.873,		23751.683,		23558.041,		27422.699,		-0.2069,		0.9977,		0.9968,		5258375,		1086065
4673,		-1,		1,		7.61,		7.715,		7.685,		8.97,		5547.691,		5623.86,		5601.999,		6539.355,		-0.2148,		0.9987,		0.9961,		2964652,		618458
6333,		-1,		1,		19.163,		19.076,		18.85,		26.807,		33059.009,		32910.079,		32519.46,		46246.827,		-0.5786,		0.9928,		0.9966,		2801058,		1628662
6296,		-1,		1,		18.962,		18.895,		18.76,		26.694,		37454.669,		37322.046,		37053.951,		52726.171,		-0.5786,		0.994,		0.995,		3180744,		1846772
6140,		-1,		1,		8.326,		8.278,		8.158,		11.596,		15082.023,		14994.196,		14777.986,		21004.631,		-0.1979,		0.987,		0.9964,		10945714,		2190598
5279,		-1,		2,		14.905,		14.937,		14.8,		17.349,		13147.733,		13176.108,		13055.348,		15303.418,		-0.2149,		0.9926,		0.9967,		2934507,		1270850
4888,		-1,		1,		11.642,		11.751,		11.651,		13.536,		23290.795,		23508.915,		23308.08,		27080.326,		-0.2359,		0.9997,		0.9966,		3326575,		784696
5429,		-1,		1,		16.533,		16.532,		16.436,		19.245,		27554.889,		27553.449,		27392.434,		32073.515,		-0.5447,		0.9997,		0.9973,		1925393,		1021782
5904,		-1,		1,		7.142,		7.1,		6.996,		9.898,		12880.546,		12804.652,		12617.548,		17851.05,		-0.1718,		0.9956,		0.9972,		8378963,		1444135
4250,		-1,		1,		6.012,		6.019,		5.988,		6.985,		6726.478,		6734.262,		6699.312,		7814.699,		-0.6585,		0.9997,		0.9959,		699621,		459710
6563,		-1,		1,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0.0,		0,		0
6253,		-1,		1,		29.402,		29.258,		28.923,		41.197,		48940.253,		48700.403,		48141.695,		68572.293,		-0.6589,		0.9986,		0.9945,		1383582,		912057
6498,		-1,		1,		6.209,		6.159,		6.058,		8.527,		10888.013,		10801.863,		10623.482,		14954.094,		-0.0888,		0.9947,		0.9916,		17570071,		1565863
5604,		-1,		1,		8.988,		8.935,		8.835,		12.569,		7761.442,		7715.94,		7629.559,		10854.125,		-0.3217,		0.9999,		0.9962,		216144,		67183
6185,		-1,		1,		25.333,		25.226,		24.935,		35.46,		36051.606,		35900.352,		35485.838,		50463.958,		-0.6648,		0.9989,		0.9964,		1040340,		688243
5319,		-1,		1,		28.848,		28.952,		28.725,		33.674,		48557.453,		48732.017,		48351.084,		56681.021,		-0.5227,		0.9972,		0.997,		3341227,		1751102
6020,		-1,		1,		8.07,		8.031,		7.909,		11.221,		14419.632,		14348.46,		14131.582,		20049.243,		-0.1985,		0.9922,		0.9964,		10464202,		2087686
6766,		-1,		1,		10.162,		10.167,		10.004,		14.188,		18019.377,		18027.338,		17738.952,		25157.653,		-0.1764,		0.9999,		0.9969,		2005104,		347563
5972,		-1,		1,		4.123,		4.096,		4.05,		5.632,		5606.288,		5570.721,		5507.262,		7659.256,		-0.1477,		0.9865,		0.9967,		14537365,		2174010
5294,		-1,		1,		14.04,		14.04,		13.924,		16.325,		15009.808,		15010.322,		14886.009,		17452.482,		-0.4126,		0.9997,		0.9967,		1362808,		559889
4865,		-1,		1,		7.852,		7.934,		7.869,		9.144,		9061.826,		9155.73,		9081.49,		10552.276,		-0.2076,		0.9826,		0.9967,		4860266,		1005584
5331,		-1,		1,		14.537,		14.558,		14.434,		16.909,		25962.217,		25999.386,		25778.219,		30197.394,		-0.4328,		0.9974,		0.9969,		5803260,		2517624
3564,		-1,		1,		18.93,		20.002,		19.912,		22.856,		46056.375,		48664.385,		48446.295,		55606.777,		-0.662,		0.9905,		0.9974,		1507792,		1007024
5789,		-1,		1,		9.789,		9.737,		9.608,		13.644,		16435.003,		16347.353,		16131.673,		22906.994,		-0.1786,		0.9998,		0.9974,		1818345,		320047
6515,		-1,		1,		6.159,		6.118,		6.008,		8.458,		10237.82,		10168.46,		9986.757,		14059.282,		-0.259,		0.9941,		0.9962,		5462030,		1418484
3749,		-1,		1,		5.207,		5.216,		5.214,		6.05,		11691.481,		11712.69,		11707.499,		13585.168,		-0.5996,		0.9974,		0.9952,		6531876,		3924119
5672,		-1,		1,		7.181,		7.142,		7.068,		10.031,		8547.245,		8500.935,		8412.067,		11939.308,		-0.1921,		1.0,		0.9961,		948393,		178874
5889,		-1,		1,		12.349,		12.299,		12.167,		17.335,		19176.548,		19100.169,		18894.39,		26919.393,		-0.1775,		0.9998,		0.9966,		2115038,		359076
6056,		-1,		1,		8.244,		8.212,		8.066,		11.448,		13963.801,		13909.856,		13663.078,		19391.705,		-0.1973,		0.9883,		0.9965,		10147342,		2025271
5401,		-1,		1,		7.926,		7.942,		7.881,		9.177,		14275.115,		14304.243,		14194.013,		16528.446,		-0.4381,		0.9989,		0.9972,		3187676,		1396696
5812,		-1,		1,		20.09,		19.996,		19.795,		28.209,		41221.168,		41028.247,		40617.343,		57881.277,		-0.2463,		1.0,		0.9968,		1039071,		254527
4905,		-1,		1,		7.906,		7.987,		7.906,		9.167,		14014.456,		14157.27,		14014.49,		16248.526,		-0.2034,		0.0004,		0.9963,		7521395,		4296508173.000000
6475,		9,		-1,		6.33,		6.297,		6.19,		8.722,		7257.792,		7219.752,		7096.332,		9999.584,		0.9994,		-0.1118,		0.9975,		3882889,		1008657
4605,		-1,		1,		3.081,		3.095,		3.078,		3.541,		5653.128,		5678.916,		5647.283,		6498.171,		-0.2215,		0.9998,		0.9973,		2932934,		649131
5712,		-1,		1,		18.011,		17.928,		17.791,		25.374,		32308.36,		32159.568,		31913.841,		45516.337,		-0.2556,		1.0,		0.996,		819647,		207384
6345,		-1,		1,		26.038,		25.937,		25.628,		36.447,		47317.494,		47133.071,		46571.715,		66232.953,		-0.6636,		0.9983,		0.9964,		1361813,		900381
3291,		-1,		1,		9.788,		9.775,		9.692,		11.129,		18401.262,		18378.246,		18221.916,		20922.934,		-0.7535,		0.9885,		0.9975,		8870244,		6760891
5561,		-1,		1,		17.147,		17.047,		16.855,		24.014,		29114.6,		28945.012,		28619.069,		40773.575,		-0.2593,		1.0,		0.9967,		746073,		190077
6136,		-1,		1,		8.157,		8.113,		7.99,		11.348,		13991.667,		13916.284,		13706.361,		19466.654,		-0.1992,		0.9921,		0.9963,		10157872,		2030141
6141,		-1,		1,		6.217,		6.183,		6.093,		8.589,		6676.409,		6639.964,		6543.992,		9223.562,		-0.202,		0.9932,		0.9962,		4814948,		972272
4672,		-1,		1,		7.828,		7.933,		7.896,		9.213,		13003.557,		13177.317,		13116.89,		15304.33,		-0.2088,		0.9984,		0.9963,		6950576,		1447448
6297,		-1,		1,		19.518,		19.446,		19.243,		27.331,		35814.095,		35682.043,		35309.701,		50149.472,		-0.5771,		0.993,		0.9953,		3038107,		1764595
6332,		-1,		1,		19.29,		19.203,		18.967,		26.962,		33229.715,		33080.555,		32673.494,		46446.465,		-0.5775,		0.9937,		0.9966,		2814853,		1634844
6402,		-1,		1,		28.629,		28.551,		28.256,		40.168,		53223.438,		53077.01,		52528.885,		74674.152,		-0.6587,		0.9979,		0.9965,		1523131,		1003551
4789,		-1,		1,		7.593,		7.662,		7.585,		8.806,		5579.749,		5630.57,		5573.402,		6470.914,		-0.2204,		0.9995,		0.9969,		1245616,		265210
2079,		9,		-1,		7.121,		7.303,		7.26,		7.255,		8868.013,		9095.605,		9042.106,		9035.963,		0.8387,		-0.094,		0.9973,		15522307,		12336258
5865,		-1,		1,		12.091,		12.052,		11.937,		17.009,		19464.705,		19402.603,		19217.721,		27382.341,		-0.1736,		0.9996,		0.9967,		2149161,		366467
5383,		-1,		3,		19.567,		19.621,		19.537,		22.883,		19328.061,		19381.371,		19297.737,		22603.141,		-0.1428,		0.9929,		0.9964,		4310985,		1859975
3473,		1,		-1,		13.457,		14.165,		14.079,		16.194,		17633.584,		18560.521,		18448.223,		21219.344,		0.9981,		-0.9999,		0.9974,		1602913,		942674
5548,		-1,		1,		10.065,		9.993,		9.852,		13.983,		18680.68,		18548.247,		18285.884,		25952.664,		-0.1818,		0.9999,		0.997,		2061021,		363104
6021,		-1,		1,		8.015,		7.978,		7.859,		11.15,		14088.431,		14023.305,		13815.226,		19598.394,		-0.1985,		0.9921,		0.9963,		10224875,		2042831
5318,		-1,		1,		27.799,		27.896,		27.688,		32.456,		40404.642,		40545.313,		40243.381,		47173.064,		-0.5256,		0.9978,		0.997,		2782991,		1460754
6252,		-1,		1,		29.023,		28.88,		28.552,		40.667,		59829.259,		59535.76,		58859.185,		83834.568,		-0.6597,		0.9987,		0.9945,		1694203,		1116679
6499,		-1,		1,		6.147,		6.102,		6.008,		8.46,		11296.895,		11213.352,		11040.583,		15546.611,		-0.0887,		0.9919,		0.9895,		18227644,		1627549
6562,		-1,		1,		11.078,		11.0,		10.841,		15.381,		18412.928,		18283.402,		18018.995,		25564.963,		-0.3056,		0.9978,		0.9964,		3189627,		972985
4187,		-1,		1,		19.529,		19.535,		19.507,		22.87,		23488.01,		23494.974,		23461.146,		27506.473,		-0.7605,		0.9986,		0.9959,		1930592,		1470064
5428,		-1,		1,		17.186,		17.18,		17.081,		19.998,		30788.175,		30777.961,		30600.575,		35826.702,		-0.5303,		0.9995,		0.9973,		2150875,		1139445
4251,		1,		-1,		6.088,		6.097,		6.064,		7.073,		6945.247,		6954.951,		6917.364,		8068.592,		0.9998,		-1.0016,		0.9957,		723342,		475526
5905,		-1,		1,		7.067,		7.022,		6.919,		9.786,		12050.511,		11975.334,		11798.727,		16687.974,		-0.1724,		0.9965,		0.9973,		7838747,		1352204
6057,		-1,		1,		8.044,		8.019,		7.901,		11.212,		14649.482,		14604.459,		14389.468,		20418.69,		-0.1983,		0.9918,		0.9965,		10651483,		2126108
5888,		-1,		1,		12.085,		12.041,		11.911,		16.964,		23785.126,		23699.834,		23443.581,		33388.442,		-0.1715,		0.9996,		0.9968,		2622204,		445882
5400,		-1,		1,		7.916,		7.931,		7.871,		9.167,		15336.59,		15365.527,		15248.689,		17759.157,		-0.4385,		0.9987,		0.9972,		3424079,		1501610
6224,		-1,		3,		21.027,		20.918,		20.675,		29.438,		16273.222,		16189.577,		16000.778,		22783.434,		-0.2226,		0.9997,		0.9955,		465180,		308839
6381,		-1,		1,		19.6,		19.517,		19.258,		27.373,		33735.001,		33591.296,		33146.292,		47114.189,		-0.5781,		0.9941,		0.997,		2858756,		1660623
2094,		3,		-1,		13.348,		14.075,		14.042,		14.063,		15880.591,		16745.557,		16706.323,		16730.712,		0.9943,		-0.3338,		0.9974,		11274964,		9154590
5673,		-1,		1,		5.095,		5.067,		5.015,		7.05,		8453.492,		8408.363,		8322.316,		11698.92,		-0.2158,		1.0,		0.9967,		948644,		194690
6514,		-1,		1,		6.145,		6.103,		6.001,		8.45,		10750.931,		10677.412,		10498.306,		14784.313,		-0.2593,		0.9955,		0.9964,		5742730,		1490970
5788,		-1,		1,		9.811,		9.759,		9.628,		13.672,		16230.297,		16143.626,		15927.965,		22616.719,		-0.1785,		0.9999,		0.9967,		1793796,		315212
2601,		1,		-1,		18.76,		18.873,		18.794,		19.076,		24540.891,		24688.007,		24585.432,		24953.268,		0.9967,		-0.9994,		0.9974,		2667375,		2006132
6767,		-1,		1,		17.893,		17.915,		17.648,		25.08,		30771.952,		30808.852,		30349.573,		43131.755,		-0.2343,		1.0,		0.9971,		1055406,		244637
5330,		-1,		1,		14.518,		14.545,		14.424,		16.9,		25910.005,		25957.785,		25741.924,		30160.672,		-0.4324,		0.9966,		0.9969,		5788130,		2510582
5973,		-1,		1,		4.102,		4.078,		4.036,		5.615,		6394.208,		6357.93,		6292.446,		8752.623,		-0.1482,		0.9875,		0.9965,		16585723,		2485013
6009,		-1,		1,		8.193,		8.149,		8.027,		11.39,		14857.427,		14776.977,		14556.196,		20654.571,		-0.1959,		0.9822,		0.9961,		10781641,		2149971
4864,		-1,		1,		7.858,		7.941,		7.879,		9.153,		13982.765,		14130.126,		14019.066,		16286.591,		-0.2067,		0.999,		0.9965,		7504368,		1551419
5295,		-1,		1,		18.926,		18.926,		18.775,		22.003,		30784.043,		30785.232,		30538.789,		35789.623,		-0.4308,		0.9969,		0.9967,		6861097,		2962777
5560,		-1,		1,		17.318,		17.218,		17.016,		24.245,		28514.558,		28348.892,		28016.361,		39919.856,		-0.2606,		0.9999,		0.9975,		729899,		185675
3290,		-1,		1,		9.885,		9.867,		9.763,		11.2,		4669.009,		4660.124,		4611.296,		5289.753,		-0.7537,		0.9888,		0.9975,		2252518,		1715795
6092,		-1,		1,		8.128,		63.079,		7.956,		11.289,		3799.858,		29487.567,		3719.358,		5277.268,		-0.1985,		0.989,		0.9967,		2764026,		551337
6137,		-1,		1,		8.234,		8.184,		8.061,		11.451,		16065.185,		15965.891,		15726.976,		22339.784,		-0.1977,		0.9876,		0.9964,		11647115,		2325826
4604,		-1,		1,		3.074,		3.088,		3.07,		3.531,		5736.352,		5762.546,		5729.424,		6588.606,		-0.2216,		0.9996,		0.9973,		2973513,		657742
5713,		-1,		1,		17.985,		17.901,		17.763,		25.333,		30610.24,		30467.233,		30232.802,		43117.323,		-0.2622,		1.0,		0.9961,		778092,		196197
6344,		-1,		1,		28.91,		28.806,		28.446,		40.454,		61271.059,		61049.063,		60287.707,		85735.823,		-0.6595,		0.998,		0.9964,		1755402,		1157980
6474,		-1,		2,		6.36,		6.329,		6.21,		8.752,		6668.203,		6636.64,		6511.526,		9176.42,		-0.1295,		0.9973,		0.9972,		3569166,		927116
5813,		-1,		1,		20.282,		20.189,		19.985,		28.48,		38073.937,		37897.761,		37515.872,		53462.525,		-0.2434,		1.0,		0.9967,		957905,		233174
4904,		-1,		1,		7.767,		7.846,		7.768,		9.007,		12544.927,		12673.125,		12547.522,		14548.737,		-0.2078,		0.9985,		0.9966,		6733759,		1388396
5250,		-1,		1,		14.591,		14.602,		14.476,		16.983,		15694.071,		15705.821,		15569.899,		18266.812,		-0.4115,		0.9994,		0.9969,		1418760,		582166
3928,		-1,		1,		19.163,		19.196,		19.11,		22.278,		21645.708,		21683.701,		21585.948,		25164.927,		-0.7506,		0.9986,		0.9964,		2209448,		1660298
5606,		-1,		1,		18.15,		18.057,		17.879,		25.499,		15636.377,		15555.943,		15402.376,		21966.992,		-0.2519,		1.0,		0.9967,		398044,		99789
6251,		-1,		1,		29.283,		29.158,		28.827,		41.061,		61430.773,		61170.223,		60474.477,		86140.781,		-0.6592,		0.9987,		0.9944,		1740607,		1147515
2292,		2,		-1,		22.913,		23.129,		22.919,		23.205,		34563.313,		34888.112,		34572.149,		35003.293,		0.997,		-0.5011,		0.9977,		7022472,		4643525
6187,		-1,		1,		25.073,		24.962,		24.697,		35.166,		37543.127,		37376.024,		36980.55,		52655.415,		-0.6645,		0.9991,		0.9961,		1085832,		718151
6022,		-1,		1,		8.157,		8.117,		7.995,		11.343,		14758.172,		14685.337,		14464.128,		20522.441,		-0.1978,		0.9902,		0.9962,		10713509,		2138021
5958,		-1,		1,		4.071,		4.044,		3.997,		5.556,		7145.998,		7099.904,		7017.105,		9754.061,		-0.1482,		0.9884,		0.997,		18518919,		2770156
5906,		-1,		1,		7.186,		7.142,		7.035,		9.956,		13105.761,		13026.012,		12830.688,		18157.93,		-0.1716,		0.9948,		0.9973,		8516558,		1468084
4021,		-1,		1,		19.289,		19.308,		19.243,		22.47,		22709.062,		22731.59,		22654.299,		26453.449,		-0.6579,		0.9958,		0.9964,		4401883,		2907443
3763,		-1,		1,		14.947,		14.968,		15.023,		17.644,		35520.953,		35569.8,		35702.635,		41929.614,		-0.653,		0.9976,		0.9944,		6706258,		4387718
6561,		-1,		1,		10.976,		10.908,		10.753,		15.256,		18104.374,		17991.957,		17736.8,		25164.574,		-0.3061,		0.998,		0.9966,		3136410,		958479
5658,		-1,		1,		10.1,		10.049,		9.956,		14.168,		18737.491,		18641.545,		18469.928,		26282.736,		-0.1782,		0.9998,		0.9966,		2061738,		363808
6331,		-1,		1,		18.029,		17.927,		17.694,		25.132,		28481.803,		28320.847,		27952.88,		39703.419,		-0.5787,		0.9922,		0.9966,		2414631,		1404665
6294,		-1,		1,		17.203,		17.097,		16.871,		23.964,		3557.748,		3535.9,		3488.977,		4955.964,		-0.6022,		0.9969,		0.9954,		301448,		175220
4671,		-1,		1,		7.813,		7.923,		7.888,		9.205,		14257.454,		14459.095,		14394.954,		16798.467,		-0.2089,		0.9987,		0.9964,		7620495,		1589235
6142,		-1,		1,		4.315,		4.289,		4.236,		5.91,		2437.015,		2422.373,		2392.146,		3337.611,		-0.2043,		0.9976,		0.9962,		1740460,		355645
5838,		-1,		1,		6.12,		6.092,		6.014,		8.489,		8527.233,		8487.858,		8379.264,		11828.457,		-0.2065,		1.0,		0.9971,		953187,		185214
5380,		-1,		1,		14.165,		14.194,		14.144,		16.566,		5649.638,		5661.076,		5641.112,		6607.184,		-0.4353,		1.001,		0.9965,		1261135,		546793
5866,		-1,		1,		12.062,		12.023,		11.91,		16.968,		20383.812,		20319.027,		20127.625,		28675.239,		-0.1715,		0.9997,		0.9968,		2246991,		381980
5738,		-1,		1,		9.992,		9.924,		9.801,		13.901,		14692.771,		14592.99,		14412.695,		20441.158,		-0.1828,		0.9999,		0.9965,		1623291,		285085
1900,		1,		-1,		26.088,		27.453,		27.427,		27.472,		43895.145,		46191.507,		46148.254,		46224.068,		0.9947,		-0.9987,		0.9975,		3933991,		2975243
6401,		-1,		1,		27.801,		27.704,		27.427,		38.993,		49238.755,		49067.176,		48577.304,		69062.205,		-0.6624,		0.9985,		0.9966,		1406174,		928776
1588,		9,		-1,		16.531,		16.561,		16.537,		16.59,		24754.475,		24800.155,		24763.679,		24843.17,		0.9987,		-0.1118,		0.9973,		12689136,		10593228
6347,		-1,		1,		27.942,		27.811,		27.529,		39.171,		48951.789,		48723.349,		48229.181,		68624.923,		-0.6594,		0.9983,		0.9964,		1402589,		924290
4169,		-1,		1,		18.518,		18.524,		18.499,		21.679,		18825.851,		18831.599,		18806.006,		22038.907,		-0.7612,		0.9983,		0.9966,		1542545,		1175152
6429,		-1,		1,		6.148,		6.117,		6.014,		8.473,		11492.087,		11434.089,		11242.069,		15838.384,		-0.2608,		0.9967,		0.9971,		6124487,		1599000
5710,		-1,		1,		17.657,		17.575,		17.443,		24.876,		31813.99,		31665.603,		31428.318,		44820.072,		-0.2584,		1.0,		0.9959,		809185,		205320
3145,		-1,		1,		9.79,		57.128,		9.66,		11.064,		26941.795,		157216.322,		26583.555,		30448.129,		-0.751,		0.9883,		0.9975,		13005113,		9882811
4607,		-1,		1,		3.074,		3.087,		3.07,		3.533,		5626.612,		5651.27,		5620.278,		6467.339,		-0.219,		0.987,		0.9977,		2914547,		645493
6134,		-1,		1,		8.25,		8.198,		8.074,		11.467,		13918.344,		13830.877,		13621.162,		19344.81,		-0.198,		0.9897,		0.9965,		10089518,		2013431
6091,		-1,		1,		7.977,		61.848,		7.808,		11.073,		12971.825,		100568.083,		12695.624,		18005.265,		-0.1982,		0.989,		0.9965,		9407223,		1879361
